task,baseline,CSC,ran,secs,AME,FIVR,CSAT,DET,seed,input_type,reason
revenue_reference_mode,naive_rescale,1,True,0.029,1.4551915228366853e-16,0.0,,,49,schema,
revenue_reference_mode,sdv_gaussian_copula,0,True,0.764,0.21326085526194002,0.0,,,49,data,
revenue_reference_mode,sdv_ctgan,0,True,48.783,0.6752040368998574,0.0,,,49,data,
revenue_reference_mode,sdv_hma,0,True,1.442,0.21326085526194002,0.0,,,49,data,
revenue_reference_mode,misata,1,True,0.037,0.0,0.0,,,50,nl,
revenue_reference_mode,faker,1,True,0.002,0.8939433542386878,0.0,,,50,schema,
revenue_reference_mode,naive_rescale,1,True,0.028,1.4551915228366853e-16,0.0,,,50,schema,
revenue_reference_mode,sdv_gaussian_copula,0,True,0.747,0.21326085526194002,0.0,,,50,data,
revenue_reference_mode,sdv_ctgan,0,True,81.021,0.3498712806244579,0.0,,,50,data,
revenue_reference_mode,sdv_hma,0,True,1.546,0.21326085526194002,0.0,,,50,data,
revenue_reference_mode,misata,1,True,0.043,0.0,0.0,,,51,nl,
revenue_reference_mode,faker,1,True,0.002,0.8907651649553235,0.0,,,51,schema,
revenue_reference_mode,naive_rescale,1,True,0.05,2.9103830456733706e-16,0.0,,,51,schema,
revenue_reference_mode,sdv_gaussian_copula,0,True,0.816,0.21326085526194002,0.0,,,51,data,
revenue_reference_mode,sdv_ctgan,0,True,52.087,1.0306852912490783,0.0,,,51,data,
revenue_reference_mode,sdv_hma,0,True,1.476,0.21326085526194002,0.0,,,51,data,
