rows,misata_s,sdv_gc_s,speedup
1000,0.06421595850019912,0.5591105000003154,8.706722021420605
5000,0.05977504199995565,0.6581400840000242,11.010282251253166
20000,0.15150035400006345,1.2941026250000505,8.541911558830472
50000,0.33671083299987004,2.403316000000359,7.13762601157916
